brand,color,gender,category,season,rating,price
Fila,Black,Unisex,Formal Shoes,Summer,9.3,10939.29
Nike,Blue,Unisex,Running Shoes,Spring,1.8,15989.02
Under Armour,Green,Male,Running Shoes,Summer,2.8,16062.26
Fila,Yellow,Male,Sandals,Winter,2.0,7500.62
New Balance,Yellow,Unisex,Boots,Summer,3.5,8199.7
Nike,Pink,Female,Running Shoes,Summer,6.4,10083.97
Nike,Brown,Unisex,Formal Shoes,Summer,1.5,11042.09
Nike,Pink,Male,Sandals,Winter,9.0,13832.53
Reebok,Green,Unisex,Running Shoes,All-Season,6.0,14535.28
Fila,Black,Female,Formal Shoes,All-Season,8.5,15548.81
Nike,Green,Unisex,Running Shoes,Summer,8.6,12460.04
Reebok,Black,Female,Formal Shoes,Summer,7.3,8887.08
Fila,Black,Female,Formal Shoes,All-Season,5.0,7412.57
Reebok,Black,Female,Casual Shoes,Summer,2.1,14023.53
Reebok,Gray,Male,Sneakers,Spring,6.4,12874.13
Reebok,Red,Unisex,Loafers,Winter,7.7,15945.25
Nike,Yellow,Female,Boots,Summer,2.5,8780.39
Fila,White,Unisex,Formal Shoes,Summer,6.5,5136.97
Reebok,Orange,Unisex,Formal Shoes,Winter,1.2,17029.88
Nike,White,Unisex,Sandals,All-Season,2.1,7955.99
Fila,Pink,Unisex,Casual Shoes,Winter,6.5,19762.97
New Balance,Black,Male,Sneakers,Spring,3.2,7687.43
Nike,Green,Male,Casual Shoes,Winter,4.7,12625.17
Fila,Gray,Male,Sneakers,All-Season,3.5,12365.42
Under Armour,White,Female,Loafers,Summer,6.0,14370.36
Under Armour,Brown,Female,Boots,Spring,1.3,11061.94
Reebok,White,Female,Formal Shoes,Winter,8.0,2746.32
Reebok,Black,Male,Sandals,Winter,1.1,4466.66
Reebok,Yellow,Female,Sandals,Winter,8.1,13687.51
Adidas,Orange,Male,Sneakers,Summer,7.0,13609.34
Puma,Blue,Unisex,Casual Shoes,Summer,5.0,6553.41
Puma,Gray,Female,Sandals,Summer,5.6,18744.88
New Balance,Yellow,Unisex,Sneakers,Spring,8.0,1131.4
Fila,Black,Male,Sandals,Winter,5.4,6709.48
Puma,Black,Female,Sneakers,Spring,3.9,1381.41
Under Armour,Yellow,Female,Boots,Summer,9.5,12262.61
Under Armour,Blue,Female,Casual Shoes,Winter,7.6,16278.41
Puma,Yellow,Male,Running Shoes,Winter,6.3,1875.22
Reebok,Black,Male,Casual Shoes,Winter,7.1,17884.21
Skechers,Black,Female,Running Shoes,Winter,1.9,14281.93
Under Armour,Red,Unisex,Casual Shoes,All-Season,4.7,3338.95
Fila,Gray,Unisex,Running Shoes,All-Season,4.4,13650.39
Under Armour,White,Unisex,Formal Shoes,Summer,4.8,12909.02
New Balance,Green,Female,Boots,Spring,5.0,8221.73
Reebok,Orange,Male,Loafers,All-Season,6.7,17110.69
Fila,Red,Unisex,Sneakers,All-Season,5.6,11264.55
Skechers,Orange,Male,Running Shoes,Spring,4.7,11670.57
Reebok,Orange,Female,Sneakers,All-Season,7.1,4102.07
Puma,Blue,Female,Sandals,Summer,6.9,7137.7
Fila,Gray,Unisex,Running Shoes,Winter,1.3,3189.86
Nike,Black,Male,Sneakers,Winter,4.0,13109.92
Skechers,Green,Male,Loafers,Spring,8.9,8731.14
Reebok,Brown,Female,Running Shoes,Spring,7.6,10197.47
Reebok,Gray,Male,Formal Shoes,Summer,9.9,16003.95
Reebok,White,Unisex,Loafers,Winter,4.4,12531.16
Reebok,Green,Female,Running Shoes,All-Season,1.5,6877.38
ASICS,Pink,Unisex,Loafers,Summer,8.2,15633.94
Puma,Orange,Male,Sneakers,Winter,7.9,14653.73
Fila,Green,Unisex,Formal Shoes,Spring,8.4,10378.18
Skechers,Brown,Unisex,Loafers,All-Season,8.4,18719.92
Nike,Yellow,Unisex,Sandals,All-Season,3.6,10231.67
Nike,Brown,Unisex,Loafers,Winter,5.4,2808.86
Reebok,Black,Female,Formal Shoes,Winter,8.8,7094.84
Reebok,Pink,Male,Running Shoes,Summer,3.5,16090.58
Nike,Blue,Unisex,Casual Shoes,Summer,9.9,7903.15
Reebok,Pink,Male,Sandals,Spring,9.7,12975.58
Reebok,Blue,Unisex,Boots,Spring,2.7,12068.03
Reebok,Yellow,Unisex,Loafers,Summer,2.7,14424.8
Fila,Pink,Unisex,Sandals,Summer,9.0,2948.2
Reebok,White,Male,Sandals,Summer,3.5,16891.4
Reebok,Red,Unisex,Sneakers,All-Season,7.6,16781.57
Under Armour,Pink,Unisex,Casual Shoes,Winter,5.6,1108.01
Skechers,Yellow,Unisex,Loafers,Summer,6.5,18328.3
Reebok,Brown,Female,Casual Shoes,Winter,2.2,5670.99
Reebok,Pink,Unisex,Sandals,Winter,5.9,14968.88
Reebok,Black,Female,Formal Shoes,All-Season,9.1,17883.87
Under Armour,Green,Female,Sandals,All-Season,5.8,10358.37
Reebok,Red,Female,Casual Shoes,Summer,8.3,15668.37
Adidas,Brown,Male,Sandals,Winter,2.6,19439.8
Under Armour,Orange,Male,Sneakers,Summer,9.7,5068.46
Reebok,Yellow,Unisex,Running Shoes,Spring,2.5,7504.41
Fila,White,Female,Loafers,All-Season,1.7,1931.59
Puma,Orange,Female,Loafers,Winter,9.2,14378.35
Nike,Green,Female,Running Shoes,Summer,3.4,8401.94
Puma,Black,Female,Sneakers,Spring,9.2,9393.08
Reebok,Green,Male,Running Shoes,Spring,2.3,3955.45
Skechers,Orange,Female,Boots,Spring,3.3,10739.96
New Balance,Orange,Unisex,Loafers,Summer,8.2,5325.14
ASICS,Yellow,Female,Loafers,All-Season,8.9,7329.37
Under Armour,Blue,Unisex,Sandals,Winter,2.6,16858.38
Skechers,Blue,Male,Sandals,All-Season,1.1,2181.6
Reebok,Red,Unisex,Formal Shoes,Spring,6.6,1531.09
Skechers,Blue,Unisex,Casual Shoes,All-Season,6.2,941.63
Fila,Black,Female,Casual Shoes,All-Season,4.7,17157.83
Nike,Green,Unisex,Casual Shoes,Winter,4.0,19320.3
Nike,Brown,Female,Sneakers,Summer,7.2,700.3
Nike,Orange,Unisex,Running Shoes,Spring,9.6,17554.5
Puma,Blue,Unisex,Loafers,All-Season,8.1,13624.83
New Balance,Black,Unisex,Loafers,Spring,9.3,19813.85
Reebok,Pink,Male,Sandals,Spring,2.1,13106.34
Fila,Green,Female,Sneakers,All-Season,3.2,8923.45
Fila,Gray,Female,Sandals,Summer,5.2,14862.76
Nike,Brown,Female,Running Shoes,Winter,2.2,9362.35
Skechers,Gray,Male,Loafers,Spring,7.1,3068.58
Adidas,Black,Male,Running Shoes,Winter,1.1,17830.83
Nike,Red,Unisex,Loafers,All-Season,4.5,15854.31
Nike,Red,Unisex,Running Shoes,Winter,2.6,7466.43
Reebok,Black,Female,Boots,Winter,7.8,16261.44
Under Armour,Black,Unisex,Loafers,Winter,1.2,2632.42
Puma,Red,Unisex,Formal Shoes,All-Season,3.1,6199.9
Reebok,Pink,Female,Boots,Summer,8.0,18405.68
Fila,White,Male,Loafers,Winter,8.2,10709.15
Puma,Green,Female,Sneakers,Winter,4.2,11478.36
Fila,Black,Male,Boots,Winter,4.1,6701.81
Puma,Yellow,Male,Loafers,Spring,3.3,11127.57
ASICS,Gray,Unisex,Sandals,Spring,1.3,10603.4
Fila,Pink,Unisex,Casual Shoes,All-Season,2.3,14004.68
Skechers,White,Male,Sandals,All-Season,7.5,3779.97
Nike,Red,Unisex,Sandals,Summer,7.9,7970.91
New Balance,Green,Male,Running Shoes,All-Season,6.8,4383.21
Reebok,Green,Female,Formal Shoes,Summer,8.7,12349.36
Nike,Gray,Unisex,Loafers,Summer,2.8,17863.28
Nike,Blue,Female,Running Shoes,Spring,7.9,17224.33
Fila,Gray,Female,Casual Shoes,Spring,2.6,7064.52
Reebok,White,Male,Formal Shoes,Summer,3.7,1658.86
Reebok,Yellow,Female,Loafers,Summer,4.2,5184.91
Nike,Brown,Male,Loafers,All-Season,2.9,1129.19
Reebok,Red,Male,Sandals,Winter,9.6,16341.8
Nike,Gray,Male,Formal Shoes,Spring,1.3,8469.09
Reebok,Pink,Unisex,Running Shoes,All-Season,3.9,4483.43
Fila,White,Male,Loafers,Summer,4.0,10582.27
Fila,Blue,Unisex,Sandals,All-Season,9.2,18687.11
Nike,White,Female,Sneakers,Summer,1.6,19075.73
Under Armour,Gray,Female,Formal Shoes,Winter,1.2,4948.85
Fila,Brown,Unisex,Sandals,All-Season,4.5,19547.29
Under Armour,Black,Female,Boots,Spring,3.6,18142.85
Nike,White,Female,Boots,Spring,3.1,8107.26
Nike,Blue,Female,Casual Shoes,Summer,9.4,3334.88
Reebok,Orange,Male,Sneakers,All-Season,8.9,16201.35
Reebok,Pink,Female,Sneakers,All-Season,2.5,11265.8
Reebok,Brown,Male,Sneakers,Winter,5.9,6374.72
Reebok,Pink,Unisex,Casual Shoes,Spring,9.4,14615.19
Nike,Gray,Male,Loafers,Winter,9.7,15800.91
Reebok,Green,Unisex,Casual Shoes,Winter,8.7,9031.88
Under Armour,White,Male,Sandals,Winter,5.3,4322.08
Reebok,Red,Unisex,Casual Shoes,Summer,5.2,10891.72
Nike,Brown,Female,Sneakers,Spring,5.6,9557.0
Reebok,Orange,Unisex,Formal Shoes,Winter,2.6,12586.84
Puma,Brown,Unisex,Loafers,Spring,9.3,7381.32
Under Armour,Black,Male,Boots,Summer,8.7,5189.59
Reebok,Blue,Female,Casual Shoes,Spring,4.9,16104.58
Fila,Brown,Female,Loafers,Summer,4.6,17464.23
Fila,Blue,Female,Sandals,Winter,2.3,7315.3
New Balance,Brown,Unisex,Sandals,Winter,7.3,3026.95
Reebok,White,Female,Loafers,Spring,5.1,18990.38
Reebok,White,Male,Formal Shoes,Winter,7.9,16122.75
ASICS,Orange,Female,Loafers,All-Season,7.9,19750.27
Reebok,Brown,Female,Sandals,Summer,7.9,12720.73
Reebok,Green,Female,Casual Shoes,Winter,5.6,15038.33
Reebok,Green,Unisex,Boots,Winter,9.3,8321.27
Under Armour,Green,Male,Formal Shoes,Summer,2.9,17053.2
Reebok,Brown,Female,Running Shoes,All-Season,6.7,1828.95
Nike,Pink,Unisex,Sneakers,Winter,7.7,9519.39
Nike,Blue,Female,Loafers,All-Season,2.0,11440.78
Nike,Blue,Unisex,Sneakers,Winter,3.2,18281.59
Reebok,Black,Male,Loafers,All-Season,2.2,15006.47
Nike,Blue,Unisex,Formal Shoes,Spring,4.4,9556.8
Reebok,Orange,Female,Boots,All-Season,8.4,9901.26
Nike,Gray,Male,Casual Shoes,Summer,1.9,4705.34
Under Armour,Gray,Female,Casual Shoes,Spring,8.5,15929.8
Under Armour,Pink,Unisex,Running Shoes,Summer,4.5,12477.52
Fila,White,Male,Running Shoes,Winter,3.0,18240.9
Reebok,Red,Male,Boots,Spring,7.1,15734.86
New Balance,Brown,Unisex,Casual Shoes,Winter,4.6,4621.94
New Balance,Gray,Male,Casual Shoes,Spring,8.8,9521.59
Reebok,Orange,Unisex,Loafers,Spring,8.1,7348.97
Nike,Black,Female,Boots,Winter,6.6,12854.16
Reebok,Red,Female,Running Shoes,All-Season,9.6,1072.2
Reebok,Orange,Unisex,Boots,Summer,9.8,3648.12
Reebok,Yellow,Unisex,Casual Shoes,Spring,1.8,19025.01
New Balance,Brown,Female,Sneakers,Spring,4.1,14649.24
Nike,Gray,Unisex,Running Shoes,Spring,8.9,17449.22
Reebok,Pink,Male,Boots,Spring,5.0,10135.22
Reebok,Green,Unisex,Running Shoes,Winter,2.0,3733.61
Nike,Brown,Unisex,Formal Shoes,All-Season,8.5,10417.09
Reebok,Green,Female,Loafers,All-Season,2.9,6680.48
Reebok,Brown,Male,Casual Shoes,All-Season,8.3,11589.73
Converse,Black,Male,Sneakers,Spring,7.7,13238.82
Reebok,White,Female,Sneakers,All-Season,5.4,2971.28
Reebok,Orange,Male,Boots,Summer,8.8,7471.67
Nike,Gray,Male,Boots,All-Season,7.6,17776.06
Skechers,Pink,Male,Boots,Summer,1.6,16492.88
Reebok,Gray,Male,Sneakers,All-Season,6.3,15439.79
Reebok,Green,Unisex,Loafers,Spring,3.9,7078.13
Skechers,Red,Male,Formal Shoes,All-Season,1.3,12759.49
Reebok,Black,Female,Casual Shoes,Spring,8.9,1970.26
Nike,Brown,Unisex,Loafers,Winter,9.5,719.1
Fila,Pink,Unisex,Sandals,Winter,6.5,7980.91
Fila,White,Female,Loafers,All-Season,8.6,1533.93
Reebok,Black,Unisex,Casual Shoes,Winter,4.4,7379.57
Fila,Brown,Male,Formal Shoes,Summer,5.0,12224.83
Reebok,Red,Male,Casual Shoes,Summer,7.3,5580.01
Nike,Red,Male,Sandals,Winter,9.6,16051.15
ASICS,Gray,Male,Boots,Spring,1.6,6979.7
Reebok,Yellow,Female,Boots,Winter,5.9,15140.44
Skechers,Gray,Male,Formal Shoes,Spring,9.9,3673.65
Reebok,Orange,Male,Running Shoes,Summer,2.8,12139.82
Puma,Red,Unisex,Boots,All-Season,5.8,8816.58
Under Armour,Black,Unisex,Casual Shoes,Spring,6.7,6354.07
Adidas,White,Unisex,Casual Shoes,Spring,2.4,4138.79
New Balance,Yellow,Unisex,Running Shoes,Winter,7.3,9515.91
Fila,Gray,Female,Sandals,Spring,3.8,4888.65
Adidas,Pink,Female,Casual Shoes,Spring,9.8,4918.63
Reebok,Red,Unisex,Running Shoes,Summer,1.8,17036.52
Reebok,Pink,Female,Boots,Summer,9.3,3082.96
Fila,Green,Female,Sandals,Summer,2.3,19549.92
Skechers,Blue,Female,Sandals,All-Season,8.4,18725.81
Reebok,Red,Male,Casual Shoes,All-Season,4.2,10763.82
Reebok,Blue,Male,Sneakers,Spring,1.5,3931.07
Puma,Brown,Unisex,Running Shoes,Winter,6.5,8811.14
Reebok,Orange,Female,Running Shoes,All-Season,4.7,10054.22
Reebok,Brown,Unisex,Sneakers,Spring,2.5,14971.45
Reebok,Gray,Male,Loafers,Winter,4.0,16645.89
Puma,Yellow,Female,Casual Shoes,Winter,3.8,16492.83
Fila,Brown,Female,Sandals,All-Season,4.5,10946.74
New Balance,Green,Male,Boots,Winter,2.5,14716.16
Skechers,Red,Male,Formal Shoes,Winter,5.1,17289.52
Reebok,Pink,Female,Sneakers,Winter,1.3,11104.25
Skechers,Black,Male,Formal Shoes,All-Season,3.3,12437.24
Skechers,Yellow,Male,Casual Shoes,All-Season,9.2,17646.08
Reebok,Yellow,Male,Sneakers,Spring,6.8,1616.56
Under Armour,Green,Female,Sneakers,All-Season,7.8,15766.4
Fila,Yellow,Unisex,Running Shoes,Spring,1.8,18510.62
Reebok,Pink,Male,Sandals,All-Season,5.9,6973.39
Fila,Gray,Male,Boots,Spring,3.1,9973.61
Nike,White,Male,Formal Shoes,Summer,3.9,2913.05
Fila,Pink,Female,Running Shoes,Spring,4.9,7953.96
Reebok,Yellow,Female,Casual Shoes,Spring,1.4,15859.84
New Balance,Black,Female,Sneakers,Summer,9.1,6135.43
Reebok,Yellow,Male,Sneakers,Summer,4.8,13555.87
Reebok,Green,Unisex,Sandals,All-Season,6.9,14368.51
Reebok,Orange,Female,Formal Shoes,Spring,7.7,12647.75
Nike,White,Unisex,Casual Shoes,Spring,6.9,5170.1
Fila,Black,Male,Sneakers,Spring,4.9,8774.45
Reebok,Gray,Unisex,Sandals,Summer,6.5,5477.81
Under Armour,Green,Female,Loafers,All-Season,2.8,11142.4
Fila,Red,Male,Sneakers,All-Season,8.8,1931.46
Nike,Yellow,Unisex,Sneakers,Spring,7.7,7061.51
Reebok,White,Female,Boots,Spring,2.4,10268.52
Reebok,Orange,Unisex,Sandals,Summer,3.4,18853.03
Fila,Blue,Male,Sneakers,All-Season,8.8,14213.52
Nike,Orange,Male,Sandals,Winter,6.6,14073.0
Skechers,Orange,Male,Running Shoes,Summer,7.2,8738.46
Reebok,Red,Female,Sneakers,All-Season,9.9,7122.95
Reebok,Pink,Unisex,Running Shoes,Winter,8.7,19636.71
Reebok,Brown,Unisex,Boots,All-Season,3.6,17567.78
Under Armour,Brown,Male,Boots,Spring,3.4,9821.47
Reebok,Red,Unisex,Sneakers,Spring,8.3,12382.74
New Balance,Yellow,Unisex,Sneakers,All-Season,6.9,8689.53
Nike,Blue,Male,Casual Shoes,Winter,7.9,7489.25
Reebok,Black,Female,Boots,Spring,1.4,10669.65
Skechers,White,Male,Sneakers,Spring,4.4,8533.65
Reebok,Red,Female,Running Shoes,Summer,3.6,6813.08
Nike,Brown,Female,Formal Shoes,All-Season,7.9,14811.56
Skechers,Blue,Female,Boots,Summer,8.1,9691.57
Fila,Green,Unisex,Running Shoes,All-Season,6.5,12630.82
Reebok,White,Unisex,Boots,Summer,9.5,1389.26
Adidas,Yellow,Male,Boots,All-Season,5.2,15100.09
Fila,White,Unisex,Boots,All-Season,1.8,17004.05
Nike,Gray,Female,Formal Shoes,Winter,1.1,11563.15
Nike,Red,Unisex,Formal Shoes,Spring,9.2,4564.92
Nike,White,Male,Formal Shoes,All-Season,8.2,2889.54
Puma,Red,Male,Sandals,All-Season,6.8,6820.81
Reebok,Brown,Female,Loafers,Winter,6.0,9943.43
Fila,Green,Female,Boots,Winter,5.1,3740.54
Reebok,Brown,Female,Loafers,Summer,8.9,7621.07
Reebok,Red,Female,Casual Shoes,Spring,8.1,5336.21
Fila,Yellow,Female,Casual Shoes,All-Season,3.0,1148.17
Nike,Yellow,Unisex,Loafers,All-Season,7.5,6824.05
Reebok,Orange,Unisex,Formal Shoes,All-Season,9.8,12366.43
Reebok,Pink,Unisex,Casual Shoes,Winter,8.9,8752.48
Adidas,Gray,Female,Casual Shoes,All-Season,5.2,6806.11
Puma,White,Male,Formal Shoes,All-Season,3.8,7928.48
Reebok,Yellow,Male,Boots,Summer,8.8,11274.05
Reebok,Brown,Unisex,Casual Shoes,Summer,2.0,15528.46
Reebok,Gray,Unisex,Loafers,Spring,3.6,18345.32
Nike,Blue,Male,Casual Shoes,Summer,8.2,3996.92
Puma,Blue,Female,Boots,Summer,8.4,9618.21
Reebok,Pink,Male,Loafers,Spring,8.0,12012.89
Under Armour,Green,Female,Sandals,Winter,6.9,1497.39
Reebok,Orange,Unisex,Loafers,All-Season,5.7,17568.83
Converse,Blue,Male,Sneakers,Spring,10.0,17124.43
Under Armour,Red,Unisex,Running Shoes,Spring,5.2,5434.09
Fila,Green,Male,Formal Shoes,Winter,5.2,15004.35
Nike,Yellow,Male,Casual Shoes,Winter,3.4,14878.06
Nike,Brown,Unisex,Running Shoes,Summer,5.5,13487.99
Reebok,Green,Female,Loafers,Spring,2.3,6712.08
Reebok,Black,Male,Boots,Winter,8.9,4629.11
Reebok,Yellow,Male,Boots,Spring,3.5,17026.85
Nike,Green,Unisex,Loafers,All-Season,4.8,6659.23
Under Armour,Black,Male,Sneakers,Summer,9.5,17396.83
Reebok,Orange,Female,Sneakers,Spring,7.1,16234.38
Reebok,Yellow,Unisex,Sneakers,Summer,4.0,4440.04
New Balance,Black,Male,Sandals,Winter,9.5,16359.82
Converse,Orange,Unisex,Running Shoes,Spring,4.6,859.88
Nike,Yellow,Male,Formal Shoes,Summer,5.3,12697.71
Puma,Pink,Female,Casual Shoes,Summer,6.2,12094.52
Reebok,Red,Female,Running Shoes,Spring,6.6,3786.33
Reebok,Green,Unisex,Sneakers,All-Season,2.5,1833.92
Fila,Pink,Unisex,Sandals,Spring,8.7,8264.56
Reebok,Gray,Unisex,Sandals,Spring,7.3,14005.32
Under Armour,Black,Male,Running Shoes,All-Season,1.7,11220.06
Reebok,Orange,Male,Sandals,Spring,9.4,5561.49
Reebok,Yellow,Female,Running Shoes,All-Season,3.2,647.41
Reebok,Yellow,Unisex,Running Shoes,Winter,4.2,7959.95
Nike,Yellow,Female,Running Shoes,All-Season,9.4,16355.91
New Balance,Green,Male,Formal Shoes,All-Season,6.0,6423.6
Nike,Orange,Male,Sneakers,All-Season,5.5,16743.27
Reebok,Red,Unisex,Loafers,Spring,5.0,16286.94
Nike,Yellow,Male,Formal Shoes,Spring,8.8,17318.88
Fila,Blue,Male,Loafers,Winter,9.2,1746.52
Nike,Green,Male,Sandals,Summer,5.7,8280.53
Reebok,Gray,Male,Boots,All-Season,4.6,9296.36
Fila,Red,Male,Running Shoes,Spring,8.1,11419.13
Puma,White,Unisex,Loafers,Spring,6.0,8600.36
Reebok,Gray,Male,Boots,All-Season,7.6,12431.93
New Balance,White,Male,Boots,Winter,6.0,15439.59
Puma,Black,Male,Sneakers,All-Season,2.7,8134.12
Reebok,Black,Unisex,Loafers,Spring,3.7,9606.95
Nike,Orange,Female,Loafers,Spring,6.0,16673.27
New Balance,Yellow,Unisex,Formal Shoes,All-Season,1.6,7904.82
Fila,Red,Female,Sandals,Winter,2.2,14395.03
Puma,White,Female,Sandals,Summer,6.8,15869.8
Puma,Blue,Female,Loafers,Winter,8.9,6622.83
Fila,Brown,Male,Casual Shoes,Winter,7.7,3029.47
Converse,Black,Female,Boots,Summer,5.1,9940.08
Reebok,Brown,Unisex,Running Shoes,All-Season,8.8,12584.02
Fila,Pink,Male,Formal Shoes,All-Season,2.0,10927.73
Reebok,Red,Female,Sandals,Summer,2.8,11347.23
Reebok,White,Unisex,Running Shoes,Summer,4.2,16806.07
Under Armour,Green,Unisex,Running Shoes,All-Season,3.0,4877.37
Reebok,Red,Male,Casual Shoes,Summer,6.1,14500.99
Reebok,Orange,Male,Loafers,Spring,4.0,9446.44
Under Armour,White,Unisex,Sandals,All-Season,1.9,16107.11
Fila,Pink,Male,Casual Shoes,Winter,2.5,16756.84
New Balance,Gray,Male,Loafers,Summer,2.0,10894.58
Reebok,Gray,Male,Formal Shoes,Spring,7.1,3487.01
Adidas,Brown,Unisex,Boots,Summer,4.0,16132.56
Reebok,Gray,Male,Loafers,Summer,6.7,15349.58
Reebok,White,Female,Boots,Spring,4.7,4766.8
Reebok,Yellow,Female,Sneakers,All-Season,8.4,1949.07
Reebok,Blue,Male,Sandals,All-Season,3.8,12966.74
Nike,White,Female,Boots,Winter,8.7,16147.15
Reebok,Yellow,Female,Running Shoes,Summer,2.2,15596.98
Nike,Blue,Unisex,Boots,Winter,2.3,11278.26
Under Armour,Pink,Female,Formal Shoes,All-Season,4.7,12705.62
Nike,Pink,Female,Running Shoes,Winter,2.9,11559.17
Reebok,Brown,Male,Sandals,Spring,1.7,16346.01
Reebok,Black,Male,Casual Shoes,Winter,1.4,2643.16
Puma,Yellow,Male,Loafers,Spring,9.8,5377.15
Reebok,Brown,Male,Boots,Summer,9.5,15603.95
Reebok,Black,Male,Casual Shoes,Spring,4.3,17504.31
Reebok,White,Unisex,Loafers,Summer,1.5,2290.56
Reebok,Yellow,Female,Sandals,Summer,2.9,13511.8
Puma,Gray,Female,Formal Shoes,Summer,6.5,9410.86
Under Armour,Red,Female,Boots,All-Season,6.1,7420.49
Fila,Blue,Unisex,Casual Shoes,Winter,1.2,1934.54
Reebok,Blue,Female,Sneakers,All-Season,5.2,2238.09
Reebok,Black,Unisex,Sneakers,Winter,6.0,12151.62
Puma,Gray,Female,Loafers,Spring,6.9,8732.46
Nike,Brown,Unisex,Sandals,All-Season,2.3,6788.4
Fila,Pink,Unisex,Loafers,Spring,7.6,15157.68
Reebok,Brown,Female,Formal Shoes,Spring,3.9,15490.97
Nike,Green,Female,Running Shoes,Summer,9.9,2901.52
Reebok,Pink,Male,Loafers,Spring,7.0,15555.34
Reebok,Yellow,Female,Loafers,Spring,8.2,8775.26
Fila,Brown,Unisex,Formal Shoes,Summer,2.5,16535.72
Skechers,Red,Female,Formal Shoes,Winter,5.9,16344.66
Converse,White,Female,Sandals,Winter,2.6,10981.47
Reebok,Red,Male,Loafers,All-Season,1.7,9595.24
Skechers,Red,Unisex,Sneakers,Summer,8.5,11656.24
Reebok,Green,Male,Loafers,All-Season,5.3,786.39
Fila,Red,Female,Sandals,Spring,7.9,17296.77
Reebok,Orange,Unisex,Formal Shoes,Summer,1.7,2213.34
Adidas,Blue,Unisex,Formal Shoes,All-Season,3.3,17383.99
Skechers,Green,Male,Formal Shoes,Summer,8.4,14920.74
Nike,Blue,Female,Boots,All-Season,4.8,13768.94
Under Armour,Red,Unisex,Casual Shoes,Summer,5.6,14520.74
Reebok,Gray,Unisex,Boots,Winter,9.7,3444.16
Nike,Green,Unisex,Sandals,All-Season,8.8,8912.18
Under Armour,Pink,Unisex,Sneakers,Winter,7.4,9084.91
Reebok,White,Male,Boots,Summer,2.9,10428.96
Nike,Pink,Male,Formal Shoes,Spring,1.5,541.73
Skechers,Yellow,Female,Running Shoes,Summer,8.4,8399.89
Puma,Orange,Unisex,Running Shoes,Summer,4.3,2398.81
Reebok,Brown,Unisex,Casual Shoes,Summer,3.4,8849.25
Converse,Gray,Unisex,Sandals,Summer,4.8,3006.92
Fila,Gray,Unisex,Formal Shoes,Winter,8.4,1582.64
Adidas,Yellow,Female,Sneakers,Summer,6.4,10510.81
Reebok,Black,Male,Formal Shoes,All-Season,2.2,11055.49
Reebok,Brown,Unisex,Casual Shoes,Spring,9.3,3172.49
Reebok,White,Female,Formal Shoes,Summer,1.4,8533.89
Reebok,Yellow,Female,Running Shoes,Summer,8.0,13856.22
Puma,Gray,Unisex,Boots,Winter,1.6,4962.1
Converse,Black,Female,Boots,Summer,2.5,1437.95
New Balance,Yellow,Male,Sneakers,Summer,2.6,13832.49
Reebok,Orange,Female,Formal Shoes,Winter,6.1,11813.04
Under Armour,Red,Male,Sneakers,Spring,8.0,2584.61
Puma,Brown,Unisex,Boots,All-Season,9.4,1465.47
Reebok,Pink,Unisex,Casual Shoes,Spring,8.8,15499.88
Under Armour,Green,Female,Loafers,Winter,1.6,16675.0
Reebok,Blue,Female,Sandals,Winter,7.6,2925.34
Reebok,Red,Female,Sneakers,All-Season,7.9,13453.1
Nike,Gray,Male,Sneakers,Winter,7.4,12615.13
Nike,Yellow,Female,Boots,Winter,8.5,19764.59
New Balance,Brown,Unisex,Casual Shoes,Summer,8.8,18537.6
Puma,Red,Unisex,Boots,Winter,1.4,4485.4
ASICS,Gray,Male,Sandals,Summer,7.4,16332.25
Nike,Blue,Male,Boots,Summer,5.2,18512.41
Puma,Pink,Female,Casual Shoes,Winter,4.1,12706.64
Reebok,Blue,Male,Boots,Spring,9.3,7042.67
Reebok,Brown,Unisex,Loafers,All-Season,6.1,3750.54
Reebok,Orange,Unisex,Boots,Spring,5.6,3925.22
Reebok,Brown,Male,Loafers,All-Season,3.0,14937.96
Reebok,Blue,Female,Casual Shoes,Summer,7.1,1621.85
Nike,White,Unisex,Sneakers,Summer,3.1,16527.46
Nike,Black,Unisex,Formal Shoes,All-Season,2.5,18023.28
Fila,Orange,Female,Formal Shoes,Winter,3.5,1495.42
Nike,Red,Male,Running Shoes,Spring,4.3,18619.76
Reebok,Orange,Male,Formal Shoes,Summer,2.5,5225.26
Reebok,Yellow,Male,Casual Shoes,All-Season,4.7,9529.06
Nike,Brown,Male,Sandals,Spring,8.7,15151.51
Nike,Orange,Male,Sneakers,Summer,7.4,13642.94
Nike,Orange,Female,Casual Shoes,Winter,1.1,17284.7
Fila,Red,Male,Running Shoes,Winter,2.4,3836.09
Adidas,Gray,Female,Formal Shoes,Spring,5.3,13564.05
Nike,Green,Unisex,Running Shoes,Winter,1.5,5737.86
Skechers,Green,Male,Loafers,Winter,3.0,13174.67
Nike,Yellow,Female,Boots,Summer,9.9,2815.98
Reebok,White,Male,Sandals,All-Season,4.6,13448.43
Reebok,White,Unisex,Sandals,Summer,2.2,10642.22
Puma,Pink,Male,Loafers,Winter,8.3,8096.96
Reebok,Gray,Unisex,Loafers,Spring,6.5,18988.68
Nike,Brown,Female,Sandals,Spring,9.8,13161.74
Reebok,Green,Unisex,Loafers,All-Season,7.5,18325.96
Reebok,Gray,Male,Running Shoes,All-Season,5.4,1187.17
